ID_Cliente,Nombre,Edad,Genero,Departamento,Municipio,Email,Telefono,Fecha_Registro,Segmento
471,Ramiro de Exposito,57,F,La Libertad,Antiguo Cuscatlán,montanatadeo@example.com,71078692,2023-04-17,Empresarial
472,José María Sans Olivera,76,M,La Libertad,Santa Tecla,elpidioclavero@example.org,75763989,2023-08-28,Individual
473,José Duque-Bueno,21,F,Usulután,Municipio Principal,azorinbaltasar@example.org,71004548,2024-04-01,Individual
474,Rosalina Salazar Blanes,38,F,Cuscatlán,Municipio Principal,consuela25@example.org,79088956,2025-05-14,Individual
475,Cayetano Piquer Arteaga,39,M,Chalatenango,Municipio Principal,joel06@example.com,77213934,2024-10-17,Premium
476,Edelmiro Campoy-Amat,58,F,La Paz,Municipio Principal,asensiolorenzo@example.org,71575398,2025-07-10,Empresarial
477,Rosalina Samper Correa,62,M,Sonsonate,Municipio Principal,ydominguez@example.net,79351106,2024-03-30,Empresarial
478,Javi Zurita Acevedo,24,F,La Unión,Municipio Principal,irma90@example.net,74074889,2024-03-09,Individual
479,Rufina Cabañas Crespo,26,F,San Vicente,Municipio Principal,pinedaapolinar@example.net,78249063,2025-01-28,Premium
480,Ramona Morcillo Cañas,18,F,Usulután,Municipio Principal,fpalacios@example.com,76503586,2024-05-04,Premium
481,Valentina Cabrero Lumbreras,45,M,San Miguel,Chinameca,faustino08@example.net,78257519,2025-01-03,Empresarial
482,Toño Garriga Mesa,28,F,Chalatenango,Municipio Principal,estebanmarcela@example.org,79312405,2023-04-16,Premium
483,Eugenia Agustín Córdoba,38,F,San Vicente,Municipio Principal,reyesribas@example.org,74817396,2025-01-09,Premium
484,Plinio Linares,18,F,Ahuachapán,Municipio Principal,barcenageraldo@example.net,71340211,2024-02-11,Empresarial
485,Rita Díaz Cáceres,49,M,Santa Ana,Santa Ana,drebollo@example.com,78524090,2025-01-01,Premium
486,Che Amador Galván,41,M,Usulután,Municipio Principal,valeria11@example.com,76944964,2024-12-01,Empresarial
487,Nuria Sosa Busquets,79,M,Cabañas,Municipio Principal,toledoisidora@example.org,71545623,2024-11-24,Empresarial
488,Jacobo Pulido Perea,22,F,San Salvador,San Salvador,borrellramona@example.org,74677973,2023-04-08,Premium
489,Merche Antonia Ferrando Solís,72,M,San Salvador,Apopa,hcamacho@example.org,71812052,2024-02-20,Individual
490,Primitivo Sevilla Fiol,54,F,San Salvador,Soyapango,teruelmacaria@example.net,72695109,2023-05-09,Individual
491,Gala Cueto Arribas,36,F,Chalatenango,Municipio Principal,cgranados@example.net,75883315,2024-04-20,Empresarial
492,Emilio Mármol-Verdejo,52,F,San Miguel,San Miguel,genoveva06@example.net,76936794,2024-12-04,Empresarial
493,Onofre del Barral,54,M,Morazán,Municipio Principal,ggalvez@example.com,77221898,2024-04-30,Empresarial
494,Miguela Frías Cantero,36,F,La Libertad,Santa Tecla,paulinozaragoza@example.org,79859163,2025-06-07,Empresarial
495,Maximiliano Bastida Plana,19,F,Sonsonate,Municipio Principal,eloisa32@example.com,74536358,2024-01-24,Empresarial
496,Rico Almazán Salinas,59,M,Cuscatlán,Municipio Principal,xmoll@example.com,73803236,2023-06-29,Individual
497,Beatriz Cifuentes Carpio,30,F,Usulután,Municipio Principal,julianadiez@example.com,72157674,2025-04-21,Premium
498,Teófila del Martínez,31,F,Usulután,Municipio Principal,salvadorzorrilla@example.org,76534791,2025-01-08,Premium
499,Toño Mateo Pi,33,F,San Salvador,Apopa,samantatejera@example.net,76525808,2023-11-25,Individual
500,Cintia Loida Feliu Torrents,63,M,San Vicente,Municipio Principal,gfalcon@example.net,74265660,2022-11-18,Empresarial
